response_content,response_category
"Thank you for your inquiry - this matter is still being researched. I will provide an update when possible.

Nicole Albert
Associate Corporation Counsel
City of Portland",other
"This matter is still being researched and is still in our FOAA queue. Thank you for your inquiry, we will update when we have more information.

Nicole Albert
Associate Corporation Counsel
City of Portland",other
"Mr. Johnston,


Good afternoon sir. Upon reviewing your request, did you mean a policy
issued today (25 March) or earlier such as the 19-20 March timeframe?
Regards,

USCENTCOM FOIA Requester Service Center

(813) 529-6285",other
"Sir/Ma'am,


Good morning. USCENTCOM FOIA #20-0300 is currently number 1755 in our queue.


Please contact our office in 60-90 days for a status update if a response
has not been provided.


Respectfully,

US CENTRAL COMMAND (USCENTCOM)

FOIA Requester Service Center

(813) 529-6285",other
"-- Please respond above this line ---

Dear Rose Terse,
This acknowledges receipt of your public disclosure request C151097-090623 received on September 06, 2023 regarding: To Whom It May Concern:

Pursuant to the Washington Public Records Act, I hereby request the following records:

All documents and manuals relating to the implementation of Microsoft Intune and other mobile device management software installed on city-owned devices.

The requested documents will be made available to the general public, and this request is not being made for commercial purposes.

In the event that there are fees, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 5 business days, as the statute requires.

Sincerely,

Rose Terse

Upload documents directly: https://www.muckrock.com/
Pursuant to RCW 42.56.520, this is notification that the City of Seattle has received your public disclosure request. At this time, we anticipate that we will be able to provide the requested records or a first installment of records on or about 10/26/2023.
Sincerely,
Information Technology Department",other
"hank you for contacting foipaquestions@fbi.gov. Please check the status of your FOIPA Request at http://vault.fbi.gov by clicking on “Check Status of Your FOI/PA Request” on the right side of the page, and follow the instructions below.

Check the Status of Your FOIPA Request
If your FOIPA Number is [1234567-0] please enter [1234567-000] into the system. If your FOIPA Number is [1234567-1] please enter [1234567-001] into the system. If you have any questions about the status of your FOIPA request, please e-mail foipaquestions@fbi.gov.

FIND STATUS OF FOIPA- Request statuses are updated weekly

Please enter the whole FOIPA number-Example: [1234567-000]

FOIPA:
Results will show the Request Number, Case Type and Process Description shown below:
FOIPA:
1234567-000

Case Type:
FOIPA

Process Description (Will display the current progress of the request)
The FBI’s FOIPA Program is searching the FBI’s indices for potentially responsive documents.
You may be contacted via formal letter for all fees and/or negotiation issues that may apply.

NOTE: Recent requests are entered into the FOIPA database in the order that they are received. Before you can check the status, you must have received correspondence assigning a FOIPA request number and the information transferred to the online database. Status information is updated weekly. If a request has been closed within the last six months the online database will display the following: The FOIPA number entered has been closed, and appropriate correspondence has been sent to the address on file.

Estimated Dates of Completion
Requests are processed in the order in which they are received through our multi-track processing system. Requests are divided into two primary tracks--simple (under 50 pages of potentially responsive documents) and complex (over 50 pages of potentially responsive documents). Complex requests are further divided into medium, large, and extra-large sub-tracks based upon request size. Simple track requests typically require the least amount of time to process. Currently, simple track cases average approximately 104 days from the date of receipt for processing. Our complex requests in the medium processing track are currently averaging 853 days, large processing track are currently averaging approximately 1,786 days, and extra-large processing track are currently averaging 2,500 days for processing.

Respectfully,

Public Information Officer
FBI - Information Management Division
200 Constitution Drive
Winchester, VA 22602
O: (540) 868-4593
E: foipaquestions@fbi.gov<mailto:foipaquestions@fbi.gov>

Do you have further questions about the FOI/PA process? Visit us at http://www.fbi.gov/foia

Please check the status of your request online at https://vault.fbi.gov/fdps-1/@@search-fdps Status updates are performed on a weekly basis.

Note: This is a non-emergency email address. If this is an emergency, please call 911 directly. If you need to report a tip for immediate action, please contact FBI Tips at http://tips.fbi.gov/ or reach out to your local field office.",other
"0/23/2024

SENT VIA E-MAIL TO: requests@muckrock.com

P.S. Sai
MuckRock News, DEPT MR174937
Boston, Massachusetts 02115

Re: 2025-HQFO-00639

Dear Requester:

This letter acknowledges receipt of your Freedom of Information Act (FOIA) request to the Department of Homeland Security (DHS), dated 10/22/2024, and to your request for a waiver of all assessable FOIA fees. Our office received your request on 10/22/2024. Specifically, you requested

1. The one email in your chief FOIA officer's email inbox or equivalent which was received nearest and before October 19, 2024, midnight Eastern time, regardless of subject matter.
2. The one email in your chief FOIA officer's email spam folder or equivalent which was received nearest and before October 19, 2024, midnight Eastern time, regardless of subject matter.
3. The one email in your chief FOIA officer's sent email folder or equivalent which was sent nearest and before October 19, 2024, midnight Eastern time, regardless of subject matter.
4. The total full-time equivalent count of people who work for your FOIA office as of October 19, 2024..

Due to the increasing number of FOIA requests received by this office, we may encounter some delay in processing your request. Consistent with 6 C.F.R. Part 5 § 5.5(a) of the DHS FOIA regulations, the Department processes FOIA requests according to their order of receipt. Although DHS’ goal is to respond within 20 business days of receipt of your request, FOIA does permit a 10-day extension of this time period in certain circumstances under 6 C.F.R. Part 5 § 5.5(c).

You have requested a fee waiver. The DHS FOIA regulations at 6 C.F.R. Part 5 § 5.11(k) set forth six factors DHS must evaluate to determine whether the applicable legal standard for a fee waiver has been met: (1) Whether the subject of the requested records concerns “the operations or activities of the government,” (2) Whether the disclosure is “likely to contribute” to an understanding of government operations or activities, (3) Whether disclosure of the requested information will contribute to the understanding of the public at large, as opposed to the individual understanding of the requester or a narrow segment of interested persons, (4) Whether the contribution to public understanding of government operations or activities will be “significant,” (5) Whether the requester has a commercial interest that would be furthered by the requested disclosure, and (6) Whether the magnitude of any identified commercial interest to the requester is sufficiently large in comparison with the public interest in disclosure, that disclosure is primarily in the commercial interest of the requester.

Upon review of the subject matter of your request, and an evaluation of the six factors identified above, DHS has determined that it will conditionally grant your request for a fee waiver. The fee waiver determination will be based upon a sampling of the responsive documents received from the various DHS program offices as a result of the searches conducted in response to your FOIA request. DHS will, pursuant to DHS FOIA regulations applicable to non-commercial requesters, provide two hours of search time and process the first 100 pages at no charge to you. If upon review of these documents, DHS determines that the disclosure of the information contained in those documents does not meet the factors permitting DHS to waive the fees, then DHS will at that time either deny your request for a fee waiver entirely, or will allow for a percentage reduction in the amount of the fees corresponding to the amount of relevant material found that meets the factors allowing for a fee waiver. In either case, DHS will promptly notify you of its final decision regarding your request for a fee waiver and provide you with the responsive records as required by applicable law.

In the event that your fee waiver is denied, and you determine that you still want the records, provisions of the FOIA allow us to recover part of the cost of complying with your request. We shall charge you for records in accordance with the DHS FOIA regulations as they apply to non-commercial requesters. As a non-commercial requester you will be charged for any search time and duplication beyond the free two hours and 100 pages mentioned in the previous paragraph. You will be charged 10 cents per page for duplication and search time at the per quarter-hour rate ($4.00 for clerical personnel, $7.00 for professional personnel, $10.25 for managerial personnel) of the searcher. In the event that your fee waiver is denied, we will construe the submission of your request as an agreement to pay up to $25.00. This office will contact you before accruing any additional fees.

We have queried the appropriate component(s) of DHS for responsive records. If any responsive records are located, they will be reviewed for determination of releasability. Please be assured that one of the analysts in our office will respond to your request as expeditiously as possible. We appreciate your patience as we proceed with your request.

Your request has been assigned reference number 2025-HQFO-00639. Please refer to this identifier in any future correspondence. If you have any questions, or would like to discuss this matter, please feel free to contact this office at 1-866-431-0486 or 202-343-1743.",other
"Hi Mr. Sai:

The purpose of this email is to obtain clarification on the above-referenced FOIA request which was received in our office on October 22, 2024. Your request sought the following:

1. The one email in your chief FOIA officer's email inbox or equivalent which was received nearest and before October 19, 2024, midnight Eastern time, regardless of subject matter.
2. The one email in your chief FOIA officer's email spam folder or equivalent which was received nearest and before October 19, 2024, midnight Eastern time, regardless of subject matter.
3. The one email in your chief FOIA officer's sent email folder or equivalent which was sent nearest and before October 19, 2024, midnight Eastern time, regardless of subject matter.
4. The total full-time equivalent count of people who work for your FOIA office as of October 19, 2024.

In your original request you stated the following:

“This request is expressly limited to Department of Homeland Security's own FOIA office. Please do not refer it to any other agency or division.”

We understand this statement to mean that the records responsive to this request are confined to the DHS Office of Privacy, where the Chief FOIA Officer for DHS is located. Additionally, there is only one designated individual in this position at DHS. Please confirm that this interpretation is correct by November 26, 2024.

If confirmed, we will proceed with processing the response to this request. This also means that similar requests sent to other DHS components will be administratively closed, as our office would be the only one with records responsive to this request.

If we do not receive a response by this date, we will proceed as stated above.

If you have any questions, please let me know.

Greg Bridges
Director, Disclosure
DHS Privacy Office",other
"""Hi Sai:

I'm just following up on this request. We are currently processing our response to your request based on the clarification you provided in a previous email.

However, I wanted to just confirm that you only are interested in the Chief FOIA Officer's communication. The reason I wanted to confirm this is because no other DHS FOIA office would have records for this request because there is only one Chief FOIA officer for the entire department. My office is currently working on that response. Please confirm.

Thanks
Greg Bridges""",other
"I am out of the office until Tuesday, November 12, and I will answer your email when I return to the office.

If you need immediate assistance, please contact Chief Deputy Clerk Brandi Jones at (276) 223-3353, brandij@wytheville.org, or Deputy Clerk Lauren Bedwell at lauren.bedwell@wytheville.org, (276) 223-3367.
Thanks!",other
"Hi,


There is no need to resend your FOIA request. I have already forwarded it to the Wytheville Police Department.
Thanks!


Sherry Corvin, CMC

Town Clerk

Town of Wytheville

P.O. Box 533, 150 East Monroe Street

Wytheville, VA 24382

(276) 223-3349

<mailto:sherryc@wytheville.org> sherryc@wytheville.org",other
"Thank you for taking the time to contact me; this message is to confirm that I have received your e-mail and am taking the appropriate steps to follow-up.

Your questions, concerns and suggestions are important and depending on the nature of the issue, I may ask one of my colleagues to contact you directly in order to ensure that you receive a timely and informed response.

In the meantime, for news and information on issues directly related to the Department of the Secretary of State, please visit our website at http://www.maine.gov/sos/.
Best Wishes,

Shenna Bellows
Secretary of State",other
"Dear Alex,

Thank you for reaching out to the Arizona Department of Education (ADE).

Contracts are publicly available at https://app.az.gov/page.aspx/en/usr/login?ReturnUrl=%2fpage.aspx%2fen%2fbuy%2fhomepage

ADE is experiencing a high volume of requests and working towards filling requests as soon as possible. Wait times vary depending on how extensive your request is. We will do the email search and put it in the review queue. We will deliver the data via email through this ticket system.

Have a great day,

The Data Governance Team

Please reply to this email when communicating about this request.

Do not add ade.helpdesk@azed.gov<mailto:ade.helpdesk@azed.gov> to a separate email as it will not be associated with this ticket and it is not an individual inbox that is monitored.

If you need to email outside of the ticket you can use DataRequestMailbox@azed.gov<mailto:DataRequestMailbox@azed.gov>

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Category : Data Request

Description :
First Name:Alex
Last Name:Kane
Email: requests@muckrock.com<mailto:requests@muckrock.com>

Job Title:Institute for Curriculum Services (Department of Education)

Phone Number:(617) 299-1832

Requestor Type:public

Organization Name:N/A==Break_

Information Requested:

To Whom It May Concern:Pursuant to the Arizona Public Records Law, I hereby request the following records:Any contracts between the Education Department and the Institute for Curriculum Services, and the contentof any professional development materials or presentations prepared by the Institute Curriculum Servicesfor the Education Department since October 7th, 2022. I also request any email communication betweenEducation Department employees and employees of the Institute for Curriculum Services since October7th, 2022.The requested documents will be made available to the general public, and this request is not being madefor commercial purposes.In the event that there are fees, I would be grateful if you would inform me of the total charges in advanceof fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available orCD-ROM

if not.Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving yourresponse to this request within 10 business days.

Sincerely,Alex KaneUpload documents directly: https://www.muckrock.com/

What is the method of delivery?:electronic

Privacy Policy Statement:yes==Break_Media Request==HIDDEN AGGREGATION:HIDE==Break_Level of Aggregation==Level of Aggregation (select all that apply):otherOther:The requested documents will be made available to the general public, and this request is not being madefor commercial purposes

NOTICE: This e-mail (and any attachments) may contain PRIVILEGED OR CONFIDENTIAL information and is intended only for the use of the specific individual(s) to whom it is addressed. It may contain information that is privileged and confidential under state and federal law. This information may be used or disclosed only in accordance with law, and you may be subject to penalties under law for improper use or further disclosure of the information in this e-mail and its attachments. If you have received this e-mail in error, please immediately notify the person named above by reply e-mail, and then delete the original e-mail. Thank you.",other
"--- Please respond above this line. Anything below will not be viewable to staff. ---
Subject: Clarification and Response City of Bellevue Public Records Request C000658-080824
August 08, 2024 Dear Rose Terse,

This email is to confirm that the City of Bellevue has received a public records request from you pursuant to the Washington Public Records Act, Ch. 42.56 RCW. Your new public disclosure request number is C000658-080824, which will help us locate your information if you contact us for an update. We are working on your request and estimate that a response will be available on or about September 06, 2024.

You are requesting:

All communications (including but not limited to emails, text messages, Microsoft Teams messages, etc), memos, and documents mentioning ""Food Not Bombs"" or ""Bellevue Student Union"" since January 1, 2024. Please include any attachments and associated metadata. For text messages and Teams messages, please include messages sent in the chat within 30 minutes of the responsive message for context.
Your request was originally filed with the Bellevue Police Department.  Since they do not conduct searches for communications, the request was forwarded to the City Clerk's Office for processing.  Please confirm if you are requesting only records to or from City of Bellevue Police Department personnel.
Once confirmed, we will start the process of identifying records. If additional clarification is needed or there is any change to our response timeline, we will be sure to let you know. Please let us know if you have any questions regarding the processing of your request.

Sincerely,
Aimee Vance
Bellevue Public Records
425-452-4283",other
"--- Please respond above this line ---

09/16/2024

Rose Terse
requests@muckrock.com

RE: Public Disclosure Request#: P185314-061024

Dear Rose Terse,

Good morning Rose Terse,
We are gathering the responsive data but need some clarification.
We interpret your request to be for all allegations that had an OPA findings issued from June 1, 2023 to present (June 10, 2024, the date your request was received).
Please confirm if this is correct.
Thank you,
Dianalynn Oreiro

If you have any questions, you may send a message using the Police Records Request Center or call the Public Disclosure Desk at 206-684-5481.

Sincerely,
Dianalynn Oreiro
Seattle Police Department
Legal Unit

SPD receives between 7, 000 and 8, 000 public records requests annually and is processing between 2, 500 to 3, 000 open requests at any given time. This may result in a slower than anticipated response to your request. Thank you for your
patience.

As a reminder you can login at the Police Records Request Center where you can access Police online information, manage your profile, submit record requests, track your request status, receive and send messages, make payments, view frequently asked questions, and download your records.
Please add seattle@mycusthelp.net to your E-mail contacts/address book to ensure delivery of the record center E-mails to your Inbox. (mailto:seattle@mycusthelp.net)",other
"Dear DAVID MEDEIROS,

Your request number was changed from 2025-00032-A-OS to 2025-00032-A-PHS, by the agency. Please note the new case number to quote in your future correspondence about the request.
Regards,
U.S. Department of Health & Human Services",other
"Your inquiry has been received by the US Army Freedom of Information Act (FOIA) office.

Thank you for contacting us.

Army FOIA",other
"The FOIA request - DOJ-2019-002649 description has been modified. Additional details for this item are as follows:
* Tracking Number: DOJ-2019-002649
* Requester: Matthew Hoppock
* Submitted Date: 03/04/2019
* Description: To Whom It May Concern:

Pursuant to the Freedom of Information Act, I hereby request the following records:

The email messages to and from the email address for Department of Justice employ Matthew Whitaker between the dates of Feb 25, 2019 and March 2, 2019.

The requested documents will be made available to the general public, and this request is not being made for commercial purposes.

In the event that there are fees, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 20 business days, as the statute requires.

Sincerely,

Matthew Hoppock

Upload documents directly: https://www.muckrock.com/accounts/agency_login/department-of-justice-office-of-information-and-privacy-59/whitaker-emails-feb-25-2019-to-march-2-2019-70204/?email=%22MRUFOIA+Requests%22+%3CMRUFOIA.Requests%40usdoj.gov%3E&uuid-login=2c6c4092-d6f1-4e6c-927d-979dc8496121#agency-reply",other
"Matthew Hoppock,

This concerns your pending Freedom of Information Act request seeking emails of Matthew Whitaker from February 25, 2019, to March 2, 2019. Given the passage of time, I am inquiring into your continued interest in this matter. If you are still interested, you can indicate so in response to this email. If we do not hear from you within thirty business days, we will assume that you are no longer interested in this matter, and your request will be closed administratively.

Please let me know if you have any questions on this matter.

Doug Hibbard
Chief, Initial Request Staff
Office of Information Policy",other
"Hello, I'm in receipt of a request to Kern County for ""police records."" I'd like to clarify with you: we don't represent the Bakersfield Police Department, that CPRA would be directed to the City of Bakersfield. Did you mean this to be directed to the Kern County Sheriff's office for sheriff records?
Please let me know, thank you--

Kathleen Rivera, Chief Deputy County Counsel
1115 Truxtun Avenue, Fourth Floor
Bakersfield, CA 93301
Direct Line: (661) 868-3820<tel:6618683820>
krivera@<mailto:krivera@co.kern.ca.us>kerncounty.com",other
"Dear DAVID MEDEIROS,
The status of your FOIA request #2025-00410-FOIA-PHS has been updated to the following status 'In Process'. To log into the HHS FOIA Submission Site click on the Application URL below.

https://requests.publiclink.hhs.gov

Sincerely,
U.S. Department of Health & Human Services",other
"Dear DAVID MEDEIROS,

Your request number was changed from 2025-00027-A-OS to 2025-00027-A-PHS, by the agency. Please note the new case number to quote in your future correspondence about the request.
Regards,
U.S. Department of Health & Human Services",other
"This email serves as the City of Detroit’s response to the above-referenced matter. Your request was received at the City of Detroit Law Department Freedom of Information Act Section via facsimile or email, on August 1, 2024. Because your request was received by electronic transmission, pursuant to Section 5(1) of the Michigan Freedom of Information Act (the “Act”), MCL 15.235(1); it is deemed to have been received at the Law Department on the next business day, August 2, 2024.

Pursuant to Section 5(2) of the Act, MCL 15.235(2), the City’s response is due within five (5) business days. However, due to the nature and the scope of your request and the volume of the requests received by the City, we are extending the City’s response deadline by ten (10) additional business days in accordance with Section 5(2) (d) of the Act, MCL 15.235(2) (d). Therefore, your request will be granted, denied, or granted in part and denied in part on or before August 23, 2024.

Your request is being handled by Amanda Kelly. If you have questions regarding your request, or if you did not provide an email address in your request, please forward it to Amanda Kelly at kellya@detroitmi.gov<mailto:kellya@detroitmi.gov> to provide you a response more readily than by regular mail or fax. Mail and fax are not preferred at this time since they both require in-office support. We thank you in advance for your understanding.",other
"To whom it may concern,

Please find, attached, a final response letter and responsive records, pertaining to request number 24-FOIA-00072.

Best,

Daniel Gaylord",records
"We are in receipt of your Check No. 1154 in the amount of Four Hundred Eighty-One and 44/100 Dollars ($481.44), which reflects final payment for City of Detroit Freedom of Information Act Request No. A24-06597.

For your convenience, the record has been placed on the City of Detroit Drop Box and can be accessed at the following link: A24-06597 | Powered by Box<https://detroitmigov.app.box.com/s/wl71fbzwkkaoo7gpnf3ub95rj4rfhyfb>

Amanda Kelly
Senior Assistant Corporation Counsel
City of Detroit-Law Dept.
Freedom of Information Act Section (FOIA)
Coleman A. Young Municipal Center
2 Woodward Avenue, Suite 500
Detroit, Michigan 48226
Phone: (313) 500-1231
Email: kellya@detroitmi.gov<mailto:kellya@detroitmi.gov>
Website: http://detroitmi.gov/law

WARNING: This communication may include, in whole or in part, information protected by attorney-client privilege, the attorney work product doctrine, the deliberative process privilege, or by other privilege. This communication is intended solely for receipt by the individual or entity to whom it was addressed. If you are not the intended recipient, any use of the communication is neither allowed nor intended. If you received this E-mail in error, please securely delete.",records
"Good afternoon,

We are in receipt of your Nov. 25, 2024, open records request seeking:

Any contracts between the Education Department and the Institute for Curriculum Services, and the content of any professional development materials or presentations prepared by the Institute Curriculum Services for the Education Department since October 7th, 2022. I also request any email communication between Education Department employees and employees of the Institute for Curriculum Services since October 7th, 2022. The requested documents will be made available to the general public, and this request is not being made for commercial purposes.

We have no purchase orders, contracts, and vendor agreements with the Institute for Curriculum Services. Additionally, we have no expenses on our P-Card to the Institute of Curriculum Services.

We found 42 emails from ICS, but they were all bulk marketing emails except for the attached one.

Jeremy Meyer
Director of Communications
Communications Division
P 720-668-6434
201 East Colfax Avenue, Room 208, Denver, CO 80203
Meyer_Jeremy@cde.state.co.us | www.cde.state.co.us
Email cannot be guaranteed to be secure or error-free as information could be intercepted, corrupted, lost, destroyed, arrive late or incomplete, or contain viruses. Therefore, email cannot be used to transfer files containing personally identifiable information of educators or students. Contact the intended recipient to mutually determine enhanced security options for transferring such information.",records
"Sent on behalf of Melinda White-Svec, Deputy County Counsel:

Good afternoon,

Attached please find our correspondence in regard to your Public Records Act Request received November 13, 2024.

Thank you.

Julia Navarro
SUPERVISING LOSA
SOCIAL SERVICES DIVISION

Office of The County Counsel
County of Los Angeles
Phone: (213) 787-0677
[A close-up of a logo Description automatically generated]

P Please consider the environment before printing this e-mail.
CONFIDENTIALITY NOTICE: This email message, including any attachments, from the Office of the County Counsel is intended for the official and confidential use of the recipients to whom it is addressed. It contains information that may be confidential, privileged, attorney work product, or otherwise exempted from disclosure under applicable law. If you have received this message in error, be advised that any review, disclosure, use, dissemination, distribution, or reproduction of this message or its contents is strictly prohibited. Please notify us immediately by reply email that you have received this message in error, and destroy this message, including any attachments.",records
"Attachments:
4331_Wallace_Cr.pdf (https://u8387778.ct.sendgrid.net/ls/click?upn=u001.VEsWrlMiJDg0mXafq1mEXZHwC2CakLlgtX71ck955QARmdUDTtn7sEVRCBT2e85Fwcfla9lTQZLoWz-2BF98AYgIS76ksbb0C73CCicUwLPBP-2BYpItga3m9-2BZxCEMkO-2BIlN-2Fky1YbGekSlAs2mmDuZYZw4vjjcvF461a2-2BrZnWaNc53wRiwpLiA7bOfFhBfAfqO6f2Rwq0sUWPK2RDsdFbnA-3D-3DRFYh_MZKxsbGcb0UIBZpUGgaJVFB36866XB9uB2yBGkJrCClot3asyydH1hku1Is0ptm455IRrCbrlVs7SvXfZ6cIQWb-2BHH95NTDYE52qPjcwewi4AmMpivSAI5V7ptGcjrfX3NgKJJY-2FxwjMStn-2FulYnJk6Ng4smsxwLnoxaV0DJDGQpAcB72ckol4-2FMHmtAg8DN6LrN4-2FqgvAaqlj6KbjuATivXrfrq1rvFOAmbQf1Mi1STK7h0ZhAav6Z-2BS666TtpvzLTGXBM83svxnOjB5ulM1Aujzib9RSioYU3N-2Frbbdc-2BXpIpi-2FMAQvs2CNFZsG2vD10LuXGQNJUqyFUcbySZ84j4OXOMHFOQfUZTLBCAKi7-2FIsW1HgZMkvYGGDRYmgWPe)

--- Please respond above this line ---

RE: PUBLIC RECORDS REQUEST of November 27, 2024, Reference # R106328-112724.
Dear MuckRock News,
On November 27, 2024 the City of Tampa received a public records request through Gov QA public safety portal in which you requested:
“[PUBLICRECORDDESIRED]”
The Public Records Center has reviewed its files and has located responsive records to your request. Please log in to the Records Center at the following link to retrieve the appropriate responsive documents. TPD Records Requests - R106328-112724 (https://u8387778.ct.sendgrid.net/ls/click?upn=u001.VEsWrlMiJDg0mXafq1mEXZHwC2CakLlgtX71ck955QARmdUDTtn7sEVRCBT2e85FDaQFGSo-2BDkjYAXUAeGPMj4j9GkbdoW5uQRwCsDUT0RT37n8ZHrxK7OHHH3fQ6RHDfFuUaswVPhE7Kf8RYQMomg-3D-3DIHgb_MZKxsbGcb0UIBZpUGgaJVFB36866XB9uB2yBGkJrCClot3asyydH1hku1Is0ptm455IRrCbrlVs7SvXfZ6cIQWb-2BHH95NTDYE52qPjcwewi4AmMpivSAI5V7ptGcjrfX3NgKJJY-2FxwjMStn-2FulYnJk6Ng4smsxwLnoxaV0DJDGQpAcB72ckol4-2FMHmtAg8DN6LrN4-2FqgvAaqlj6KbjuATivXrfrq1rvFOAmbQf1Mi1STK7h0ZhAav6Z-2BS666Ttpv5e7797EOSH4qI-2Bij9JfR8jHbaSUQSGXImB5aSKCG1JKRqXq2eP0s5NHM0E0MKBfP-2FDL7oMXT-2B9lSv2GV4Vo3AVPMAgCPSUpdet2ELN-2FEPioGrh10yyBAojKs3AjZuVNJ)
Sincerely,
Tampa Police Dept. Public Records Center
To monitor the progress or update this request please log into the City of Tampa Public Records Center (https://u8387778.ct.sendgrid.net/ls/click?upn=u001.VEsWrlMiJDg0mXafq1mEXZHwC2CakLlgtX71ck955QARmdUDTtn7sEVRCBT2e85FBp-2FCXepoIx-2BiznDs1yKTcj8JNGnaMfchox1-2BsilHb8NeIYEpUYToHUWNh7sSy1jdI-nW_MZKxsbGcb0UIBZpUGgaJVFB36866XB9uB2yBGkJrCClot3asyydH1hku1Is0ptm455IRrCbrlVs7SvXfZ6cIQWb-2BHH95NTDYE52qPjcwewi4AmMpivSAI5V7ptGcjrfX3NgKJJY-2FxwjMStn-2FulYnJk6Ng4smsxwLnoxaV0DJDGQpAcB72ckol4-2FMHmtAg8DN6LrN4-2FqgvAaqlj6KbjuATivXrfrq1rvFOAmbQf1Mi1STK7h0ZhAav6Z-2BS666TtpvlaSFvFUk7MAW6I4BMntBISRQzfHuAtC4GGPd4oIqW0ZXqMyeLOe13PwX5gzRKkdR11qgsl-2F5sLoX9-2BNdbqRqQ4EXZZIB91IrGx-2FVuveZAggg1bDQNhbJsGJlxEKjrOHu)",records
"Good morning,

Please see that attached Response to the you Public Records Act request.

Thank you,

Casey Morasci
Records Manager
SAN LUIS OBISPO COUNTY SHERIFF'S OFFICE
1585 Kansas Avenue
San Luis Obispo, CA 93405
(805) 788-2958

[cid:image001.png@01DB46EA.FE693180]",records
"Good Afternoon,

I believe I have located the report you are looking for. I have attached it
to this email. If you have any further questions please let me know.

Thanks,

Cpl. Kathryn Winkles
Cedartown Police Department
Evidence/Certification Manager
Open Records
770-748-4123
470-999-3073

--
*Confidentiality Notice: This message contains information from the offices
of the City of Cedartown, Georgia that may be privileged, confidential, and
exempt from disclosure under applicable law. Unless otherwise expressly
indicated herein by the original sender, no part of this transmission is
intended to constitute an electronic signature, nor shall this transmission
or any part thereof constitute a contract between the original sender and
any other person unless expressly indicated herein by the original sender.
If the reader of this message is not the intended recipient or the
employee, or agent responsible for delivering the message to the intended
recipient, you are hereby notified that any dissemination, distribution, or
copying of this communication is strictly **prohibited.*",records
"Dear MuckRock News,

The City of Tacoma has received your public records request dated 2/7/2024, in which you requested the following information:

“Subject: Washington Public Records Act Request: Tacoma Police Officer Christopher Bain Badge # 205807 - Copies of Sworn Traffic Safety Enforcement notices of infraction (2019-2024)

I request the following identifiable public records to be produced in the following order of production, newest to oldest by year:

1. An electronic copy of all City of Tacoma Traffic Safety Enforcement notices of infraction sworn to or affirmed by Officer Christopher Bain Badge # 205807 for the period of time 01-01-2019 to 02-07-2024.

2. An electronic copy of the complete nonexempt personnel or employee file for Tacoma Police Officer Christopher Bain Badge # 205807.

3. An electronic copy of any and all complaints, disciplinary actions, warnings, investigations, lawsuits, reprimands, suspensions, and/or demotions, in any way referencing or referring to Tacoma Police Officer Christopher Bain Badge # 205807.

4. An electronic copy of any and all emails, texts, or communications of any kind referencing Tacoma Police Officer Christopher Bain and the TACOMA POLICE AUTOMATED ENFORCEMENT DIVISION.

5. An electronic copy of any and all emails, texts, or communications of any kind referencing Tacoma Police Officer Christopher Bain and ZEROFATALITY.COM.

6. An electronic copy of any and all emails, texts, or communications of any kind referencing Tacoma Police Officer Christopher Bain and the company Novoa Global, address: 8018 Sunport Dr, Suite 203, Orlando, FL 32809.

RECORDS INSTALLMENTS

If production of responsive records will be completed in multiple installments, please begin by producing records in the numerical order requested by subject matter and year. The most recent public records should be produced first.

**Please see the attachment for additional information**

**REGULAR EMAIL RESPONSE – DO NOT CORRESPOND VIA GOVQA MESSAGING**”

I am providing another installment of records responsive to your request. To access installment 2, click here: Public Records Center<http://cms.cityoftacoma.org/PublicDisclosure/T016163.2.zip>.

Please confirm receipt of these records by responding to this email. If I have not received confirmation within 30 days from the date of this communication, no further installments will be provided, and your request will be considered abandoned and closed, without further notification. Upon confirmation you have accessed the records provided today, we will continue to work on your request, and we anticipate providing an additional installment on July 24, 2024.

In the meantime, please so not hesitate to contact me if you have any question or concern.
Regards,

Lisa Anderson
Public Disclosure Analyst, CPRO
Public Records Office
(253) 231-0238",records
"Good afternoon, Bella,

Attached is the response to your records request.
We normally do charge 15 cents per page, but since it is only a couple of pages, the fee has been waived.

Respectfully,

Madlyn Waskiewicz

Records Clerk
Portsmouth Police Department
(401) 643-0133
(401) 683-0300",records
